first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age_Group,Full_name
"Becka","Hacon","Female",81,"03/07/1965",56,"General Manager","Financial Services","Affluent Customer","N","No",17,"1 Namekagon Point",3791,"VIC","Australia",9,278,1.05,"50-59","Becka Hacon"
"Paquito","Atwood","Male",15,"30/07/1972",49,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",9,"2 Magdeline Street",3199,"VIC","Australia",8,291,1.0359375,"40-49","Paquito Atwood"
"Dimitri","Tribbeck","Male",89,"07/12/1958",63,"Chief Design Engineer","N/A","Affluent Customer","N","No",20,"93235 Hoard Trail",3165,"VIC","Australia",6,291,1.0359375,"60-69","Dimitri Tribbeck"
"Erhard","O'Moylane","Male",33,"27/05/1978",43,"Media Manager I","Retail","Affluent Customer","N","Yes",9,"01124 Dottie Lane",3630,"VIC","Australia",2,334,0.9987499999999998,"40-49","Erhard O'Moylane"
"Lincoln","Boler","Male",53,"24/01/1976",46,"Chief Design Engineer","N/A","Affluent Customer","N","No",14,"5 Summer Ridge Court",3207,"VIC","Australia",8,338,0.99609375,"40-49","Lincoln Boler"
"Giulietta","Garbott","Female",59,"27/02/2002",20,"Technical Writer","N/A","Affluent Customer","N","Yes",14,"48297 Stuart Circle",3810,"VIC","Australia",5,355,0.984375,"20-29","Giulietta Garbott"
"Ian","Rabat","Male",54,"04/08/1975",46,"Web Designer I","Financial Services","Affluent Customer","N","No",11,"3 Loeprich Point",3204,"VIC","Australia",11,372,0.96687499999999993,"40-49","Ian Rabat"
"Sada","Branton","Female",34,"24/06/1974",47,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",14,"9736 Mitchell Pass",3199,"VIC","Australia",6,378,0.95624999999999993,"40-49","Sada Branton"
"Palmer","Heaven","Male",82,"18/05/1995",26,"Staff Scientist","Financial Services","Affluent Customer","N","Yes",9,"5 Hoard Parkway",3754,"VIC","Australia",6,382,0.95,"20-29","Palmer Heaven"
"Isadora","Ducker","Female",15,"25/08/1973",48,"Account Executive","N/A","Affluent Customer","N","Yes",8,"2972 Holy Cross Crossing",3153,"VIC","Australia",5,386,0.945625,"40-49","Isadora Ducker"
"Dennis","Varnham","Male",57,"17/05/1953",68,"Assistant Media Planner","Entertainment","Affluent Customer","N","No",17,"6455 Mayfield Street",3350,"VIC","Australia",3,415,0.92187499999999989,"60-69","Dennis Varnham"
"Harwell","Kleinstein","Male",87,"18/10/1993",28,"Sales Representative","Retail","Affluent Customer","N","No",15,"7 Huxley Trail",3818,"VIC","Australia",5,420,0.91375,"20-29","Harwell Kleinstein"
"Kit","Easdon","Male",61,"26/10/1978",43,"Director of Sales","Property","Affluent Customer","N","No",12,"3 Roth Junction",3156,"VIC","Australia",8,433,0.90625,"40-49","Kit Easdon"
"Rodolph","Denniss","Male",28,"07/08/1974",47,"Geologist III","Property","Affluent Customer","N","Yes",7,"91281 Transport Center",3356,"VIC","Australia",2,436,0.903125,"40-49","Rodolph Denniss"
"Rodney","Trethewey","Male",16,"17/03/1997",25,"Software Consultant","Financial Services","Affluent Customer","N","No",15,"737 Service Lane",3030,"VIC","Australia",8,441,0.901,"20-29","Rodney Trethewey"
"Killian","Nettles","Male",44,"01/09/1980",41,"Marketing Assistant","N/A","Affluent Customer","N","No",4,"16 Pepper Wood Junction",3803,"VIC","Australia",7,507,0.85,"40-49","Killian Nettles"
"Nico","Chadwick","Male",97,"24/05/1953",68,"Research Assistant IV","Financial Services","Affluent Customer","N","No",13,"355 Roxbury Lane",3190,"VIC","Australia",8,526,0.833,"60-69","Nico Chadwick"
"Dwain","Hatch","Male",62,"16/11/1994",27,"Marketing Assistant","Health","Affluent Customer","N","No",15,"5 Hovde Lane",3028,"VIC","Australia",8,536,0.82500000000000007,"20-29","Dwain Hatch"
"Bobby","Summersby","Male",90,"27/10/1943",78,"Sales Associate","Financial Services","Affluent Customer","N","No",7,"1478 Oak Valley Park",3350,"VIC","Australia",2,575,0.796875,"70-79","Bobby Summersby"
"Letizia","Poore","Female",27,"30/08/1938",83,"Web Developer II","Manufacturing","Affluent Customer","N","No",15,"95796 Mcbride Drive",3677,"VIC","Australia",3,583,0.7875,"80+","Letizia Poore"
"Rochette","Haddacks","Female",44,"10/05/1996",25,"Tax Accountant","Retail","Affluent Customer","N","Yes",13,"822 Di Loreto Junction",3020,"VIC","Australia",8,591,0.782,"20-29","Rochette Haddacks"
"Marinna","Kauschke","Female",21,"15/03/1973",49,"Sales Associate","Financial Services","Affluent Customer","N","Yes",8,"9 Forster Circle",3174,"VIC","Australia",3,595,0.775625,"40-49","Marinna Kauschke"
"Garreth","Minett","Male",93,"23/05/1961",60,"Physical Therapy Assistant","N/A","Affluent Customer","N","Yes",10,"21667 Randy Crossing",3163,"VIC","Australia",7,604,0.765,"60-69","Garreth Minett"
"Rozamond","Sommer","Female",27,"19/09/1966",55,"Operator","IT","Affluent Customer","N","Yes",12,"608 Dapin Court",3129,"VIC","Australia",10,604,0.765,"50-59","Rozamond Sommer"
"Marissa","O'Scandall","Female",17,"13/07/1973",48,"N/A","N/A","Affluent Customer","N","Yes",7,"45000 Randy Court",3199,"VIC","Australia",7,626,0.74375,"40-49","Marissa O'Scandall"
"Andree","Breeds","Female",31,"19/10/1954",67,"Senior Editor","Financial Services","Affluent Customer","N","Yes",11,"93 Scofield Pass",3152,"VIC","Australia",6,637,0.73749999999999993,"60-69","Andree Breeds"
"Pierrette","Gummie","Female",18,"04/08/1966",55,"Statistician II","Retail","Affluent Customer","N","No",14,"29 Maple Trail",3143,"VIC","Australia",8,637,0.73749999999999993,"50-59","Pierrette Gummie"
"Madella","Marquiss","Female",51,"08/10/1976",45,"VP Marketing","N/A","Affluent Customer","N","No",18,"0 Larry Park",3175,"VIC","Australia",8,644,0.73046875,"40-49","Madella Marquiss"
"Nicol","Bertot","Female",25,"11/09/1977",44,"Financial Advisor","Financial Services","Affluent Customer","N","Yes",18,"7 Elgar Hill",3060,"VIC","Australia",5,658,0.71249999999999991,"40-49","Nicol Bertot"
"Debby","Balmadier","Female",53,"24/06/1992",29,"Administrative Assistant II","Financial Services","Affluent Customer","N","Yes",5,"738 Spaight Drive",3216,"VIC","Australia",8,691,0.69062499999999993,"20-29","Debby Balmadier"
"Emeline","Vezey","Female",37,"07/08/1953",68,"Dental Hygienist","Health","Affluent Customer","N","Yes",19,"2 Golden Leaf Parkway",3759,"VIC","Australia",7,700,0.6875,"60-69","Emeline Vezey"
"Hyman","Petrolli","Male",8,"09/09/1965",56,"Senior Sales Associate","N/A","Affluent Customer","N","Yes",4,"290 Menomonie Circle",3782,"VIC","Australia",7,715,0.67734375,"50-59","Hyman Petrolli"
"Nalani","Hallad","Female",15,"30/11/1999",22,"Environmental Specialist","Health","Affluent Customer","N","Yes",9,"1 Oriole Crossing",3184,"VIC","Australia",9,719,0.675,"20-29","Nalani Hallad"
"Morganica","Bentke","Female",40,"03/01/1977",45,"Marketing Assistant","IT","Affluent Customer","N","Yes",21,"19453 Ramsey Point",3067,"VIC","Australia",11,724,0.67,"40-49","Morganica Bentke"
"Cal","Van den Velde","Male",22,"18/03/1996",26,"Senior Sales Associate","Financial Services","Affluent Customer","N","Yes",6,"77916 Moland Park",3174,"VIC","Australia",6,755,0.64,"20-29","Cal Van den Velde"
"Hagen","MacCarter","Male",93,"08/02/1983",39,"N/A","Entertainment","Affluent Customer","N","Yes",15,"7 Ramsey Trail",3172,"VIC","Australia",9,760,0.6375,"30-39","Hagen MacCarter"
"Dorolice","Osmon","Female",46,"15/01/1961",61,"N/A","Financial Services","Affluent Customer","N","No",15,"602 Clove Center",3046,"VIC","Australia",6,810,0.58749999999999991,"60-69","Dorolice Osmon"
"Noak","Sleany","Male",1,"04/05/1965",56,"Budget/Accounting Analyst I","Financial Services","Affluent Customer","N","No",17,"1 Roth Plaza",3121,"VIC","Australia",10,817,0.58649999999999991,"50-59","Noak Sleany"
"Callean","Wass","Male",65,"15/12/1988",33,"GIS Technical Architect","Financial Services","Affluent Customer","N","No",14,"0593 Stoughton Center",3073,"VIC","Australia",8,820,0.584375,"30-39","Callean Wass"
"Rodrique","Vernon","Male",70,"06/08/1978",43,"Budget/Accounting Analyst III","Manufacturing","Affluent Customer","N","No",17,"5864 Mcbride Trail",3174,"VIC","Australia",8,820,0.584375,"40-49","Rodrique Vernon"
"Dorie","Dunleavy","Female",24,"05/05/1962",59,"Registered Nurse","Health","Affluent Customer","N","No",12,"1 Mcguire Lane",3356,"VIC","Australia",4,830,0.57800000000000007,"50-59","Dorie Dunleavy"
"Casandra","Betteridge","Female",29,"10/09/1942",79,"Cost Accountant","Financial Services","Affluent Customer","N","Yes",9,"68 Bluestem Center",3166,"VIC","Australia",10,854,0.561,"70-79","Casandra Betteridge"
"Darwin","Bumpas","Male",24,"27/12/1978",43,"Junior Executive","Health","Affluent Customer","N","Yes",18,"6812 Gina Point",3082,"VIC","Australia",7,856,0.56,"40-49","Darwin Bumpas"
"Egor","Mariette","Male",42,"26/11/1980",41,"Financial Advisor","Financial Services","Affluent Customer","N","No",3,"79 Mockingbird Plaza",3163,"VIC","Australia",7,862,0.5525,"40-49","Egor Mariette"
"Rodolphe","Glenton","Male",88,"28/09/1974",47,"Programmer Analyst II","Financial Services","Affluent Customer","N","No",11,"4787 Golf Terrace",3163,"VIC","Australia",7,871,0.541875,"40-49","Rodolphe Glenton"
"Thorvald","Duckerin","Male",58,"20/10/1995",26,"Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",1,"4 Pine View Junction",3021,"VIC","Australia",8,871,0.541875,"20-29","Thorvald Duckerin"
"Judi","Cazereau","Female",22,"03/03/1997",25,"GIS Technical Architect","N/A","Affluent Customer","N","Yes",13,"22 Farmco Avenue",3851,"VIC","Australia",3,883,0.53125,"20-29","Judi Cazereau"
"Antoinette","","Female",72,"28/07/1980",41,"Structural Analysis Engineer","Financial Services","Affluent Customer","N","No",5,"9 Derek Alley",3058,"VIC","Australia",9,888,0.525,"40-49","Antoinette "
"Dolorita","Strutton","Female",7,"21/05/1991",30,"General Manager","Manufacturing","Affluent Customer","N","No",17,"07 Acker Pass",3178,"VIC","Australia",8,904,0.5,"30-39","Dolorita Strutton"
"Diane","Furman","Female",67,"11/08/1993",28,"N/A","Manufacturing","Affluent Customer","N","Yes",13,"6660 Riverside Circle",3013,"VIC","Australia",9,930,0.478125,"20-29","Diane Furman"
"Frieda","Tavinor","Female",43,"04/03/1999",23,"N/A","N/A","Affluent Customer","N","No",10,"7 Mallory Lane",3064,"VIC","Australia",6,972,0.43,"20-29","Frieda Tavinor"
"Aundrea","Outridge","Female",77,"24/01/2001",21,"Structural Engineer","Financial Services","Affluent Customer","N","Yes",10,"1530 Columbus Lane",3186,"VIC","Australia",12,974,0.425,"20-29","Aundrea Outridge"
"Amby","Bodega","Male",63,"12/06/1968",53,"Recruiter","N/A","Affluent Customer","N","Yes",17,"669 Declaration Street",3810,"VIC","Australia",6,974,0.425,"50-59","Amby Bodega"
"Lucine","Stutt","Female",64,"28/01/1979",43,"Account Representative III","Manufacturing","Affluent Customer","N","Yes",5,"207 Annamark Plaza",4814,"QLD","Australia",1,4,1.703125,"40-49","Lucine Stutt"
"Arleen","Casbolt","Female",48,"10/05/1975",46,"Senior Quality Engineer","Financial Services","Affluent Customer","N","Yes",13,"41042 Lotheville Crossing",4817,"QLD","Australia",1,36,1.44765625,"40-49","Arleen Casbolt"
"Sheena","Kybbye","Female",14,"16/07/1956",65,"Paralegal","Financial Services","Affluent Customer","N","Yes",19,"306 Clemons Junction",4852,"QLD","Australia",1,46,1.4078125,"60-69","Sheena Kybbye"
"Taylor","Steuhlmeyer","Male",62,"22/03/1999",23,"Paralegal","Financial Services","Affluent Customer","N","Yes",5,"64 Mcguire Trail",4017,"QLD","Australia",8,52,1.39453125,"20-29","Taylor Steuhlmeyer"
"Rosmunda","Duxbarry","Female",69,"20/07/1996",25,"Executive Secretary","Property","Affluent Customer","N","Yes",5,"989 Graedel Terrace",4208,"QLD","Australia",11,65,1.3625,"20-29","Rosmunda Duxbarry"
"Rozamond","Riha","Female",54,"07/10/1984",37,"Account Representative I","Manufacturing","Affluent Customer","N","Yes",16,"76 Bartelt Center",4078,"QLD","Australia",7,68,1.3546875,"30-39","Rozamond Riha"
"Sid","Carlone","Male",24,"18/08/1971",50,"Structural Engineer","Health","Affluent Customer","N","No",16,"76 Sunnyside Avenue",4670,"QLD","Australia",2,89,1.3125,"50-59","Sid Carlone"
"Levy","Abramamov","Male",94,"21/09/1952",69,"Teacher","N/A","Affluent Customer","N","Yes",14,"6776 Anderson Center",4037,"QLD","Australia",8,89,1.3125,"60-69","Levy Abramamov"
"Dolley","Starmont","Female",53,"08/11/1977",44,"Geologist IV","Manufacturing","Affluent Customer","N","No",18,"4252 Dovetail Pass",4129,"QLD","Australia",6,114,1.275,"40-49","Dolley Starmont"
"Malorie","Votier","Female",90,"29/05/1990",31,"Graphic Designer","Manufacturing","Affluent Customer","N","No",4,"6160 Weeping Birch Hill",4509,"QLD","Australia",5,133,1.2375,"30-39","Malorie Votier"
"Daisy","Spowart","Female",60,"18/12/1967",54,"Staff Accountant I","Health","Affluent Customer","N","Yes",4,"115 Westridge Road",4570,"QLD","Australia",3,146,1.225,"50-59","Daisy Spowart"
"Benoit","Harniman","Male",31,"27/08/1976",45,"Research Assistant II","Telecommunications","Affluent Customer","N","No",9,"1582 Bashford Drive",4018,"QLD","Australia",7,206,1.1375,"40-49","Benoit Harniman"
"Tannie","Gambrell","Male",92,"25/05/1967",54,"Financial Analyst","Financial Services","Affluent Customer","N","No",4,"49 Surrey Point",4710,"QLD","Australia",4,206,1.1375,"50-59","Tannie Gambrell"
"Cami","Barnbrook","Female",8,"01/01/1963",59,"Occupational Therapist","Health","Affluent Customer","N","Yes",18,"890 Truax Lane",4285,"QLD","Australia",2,218,1.12625,"50-59","Cami Barnbrook"
"Abigale","Sives","Female",48,"13/12/1963",58,"VP Marketing","Health","Affluent Customer","N","Yes",14,"2 Glendale Center",4207,"QLD","Australia",4,230,1.109375,"50-59","Abigale Sives"
"Ellsworth","Andrieux","Male",49,"26/04/1971",50,"Senior Cost Accountant","Financial Services","Affluent Customer","N","Yes",10,"08912 Carberry Place",4036,"QLD","Australia",7,248,1.078125,"50-59","Ellsworth Andrieux"
"Shadow","Yakutin","Male",85,"03/02/1967",55,"Software Test Engineer IV","Health","Affluent Customer","N","Yes",6,"06 Dwight Park",4119,"QLD","Australia",2,252,1.073125,"50-59","Shadow Yakutin"
"Barnebas","Apfel","Male",57,"19/02/1996",26,"Account Executive","Manufacturing","Affluent Customer","N","Yes",2,"05475 Elgar Place",4000,"QLD","Australia",6,259,1.0625,"20-29","Barnebas Apfel"
"Taber","Szymon","Male",70,"22/04/1947",75,"Senior Sales Associate","Argiculture","Affluent Customer","N","No",13,"984 Del Sol Junction",4659,"QLD","Australia",8,287,1.04,"70-79","Taber Szymon"
"Debbi","Dannatt","Female",2,"28/12/1958",63,"Technical Writer","N/A","Affluent Customer","N","No",6,"3 Pepper Wood Hill",4218,"QLD","Australia",10,287,1.04,"60-69","Debbi Dannatt"
"Alon","","Male",17,"23/06/1999",22,"Accountant IV","N/A","Affluent Customer","N","No",9,"770 Crest Line Parkway",4218,"QLD","Australia",3,329,1,"20-29","Alon "
"Nicole","Ruckhard","Female",93,"09/10/1969",52,"Human Resources Manager","Health","Affluent Customer","N","Yes",17,"23694 Leroy Place",4560,"QLD","Australia",3,341,0.99,"50-59","Nicole Ruckhard"
"Tannie","Petrakov","Male",84,"27/11/1951",70,"Data Coordiator","IT","Affluent Customer","N","No",10,"691 Valley Edge Alley",4078,"QLD","Australia",6,341,0.99,"70-79","Tannie Petrakov"
"Diego","Van den Broek","Male",17,"28/09/1964",57,"Business Systems Development Analyst","Manufacturing","Affluent Customer","N","Yes",13,"8 Schlimgen Drive",4055,"QLD","Australia",7,345,0.988125,"50-59","Diego Van den Broek"
"Augustus","Bourley","Male",60,"17/08/1981",40,"N/A","Health","Affluent Customer","N","No",18,"3 Hoepker Parkway",4152,"QLD","Australia",10,366,0.97500000000000009,"40-49","Augustus Bourley"
"Giffie","Offill","Male",51,"02/03/1993",29,"Structural Engineer","Telecommunications","Affluent Customer","N","No",5,"89 Riverside Court",4740,"QLD","Australia",3,386,0.945625,"20-29","Giffie Offill"
"Claudell","Rounsefell","Male",67,"27/11/1993",28,"VP Sales","Financial Services","Affluent Customer","N","No",8,"61416 Karstens Place",4217,"QLD","Australia",5,444,0.9,"20-29","Claudell Rounsefell"
"Dory","Malpass","Female",19,"27/08/1972",49,"N/A","N/A","Affluent Customer","N","Yes",13,"3653 Steensland Road",4103,"QLD","Australia",8,455,0.8925,"40-49","Dory Malpass"
"Park","","Male",39,"08/11/1977",44,"Nurse Practicioner","IT","Affluent Customer","N","No",14,"07 Boyd Drive",4350,"QLD","Australia",7,495,0.86328125,"40-49","Park "
"Laurel","Devennie","Female",78,"25/09/1976",45,"VP Product Management","Manufacturing","Affluent Customer","N","No",13,"069 Hoard Pass",4352,"QLD","Australia",5,536,0.82500000000000007,"40-49","Laurel Devennie"
"Raynard","","Male",32,"13/04/1996",26,"Statistician III","Health","Affluent Customer","N","No",14,"20187 Loomis Court",4132,"QLD","Australia",6,587,0.78625,"20-29","Raynard "
"Kiley","Grunder","Male",95,"17/04/1994",28,"Cost Accountant","Financial Services","Affluent Customer","N","Yes",1,"17393 Colorado Hill",4006,"QLD","Australia",8,587,0.78625,"20-29","Kiley Grunder"
"Ardis","Taree","Female",97,"12/04/1960",62,"Chemical Engineer","Manufacturing","Affluent Customer","N","Yes",5,"0 Emmet Trail",4128,"QLD","Australia",9,625,0.748,"60-69","Ardis Taree"
"Wendye","Kleinplatz","Female",48,"28/05/1996",25,"Executive Secretary","Manufacturing","Affluent Customer","N","No",14,"01 Reindahl Circle",4132,"QLD","Australia",3,643,0.731,"20-29","Wendye Kleinplatz"
"Nixie","Shoesmith","Female",45,"04/12/1956",65,"Junior Executive","Retail","Affluent Customer","N","No",12,"77608 Donald Center",4516,"QLD","Australia",6,672,0.70390625000000007,"60-69","Nixie Shoesmith"
"Ross","Vidgen","Male",17,"28/12/1947",74,"VP Sales","Retail","Affluent Customer","N","No",12,"2874 Bay Hill",4032,"QLD","Australia",9,682,0.70000000000000007,"70-79","Ross Vidgen"
"Seymour","Fellibrand","Male",28,"11/10/1971",50,"Structural Analysis Engineer","N/A","Affluent Customer","N","Yes",18,"96081 Lakewood Hill",4650,"QLD","Australia",2,708,0.68,"50-59","Seymour Fellibrand"
"Cecily","Faircley","Female",42,"12/06/1947",74,"Accountant IV","IT","Affluent Customer","N","Yes",19,"8 Bluejay Road",4301,"QLD","Australia",1,739,0.66,"70-79","Cecily Faircley"
"Gilli","Christophers","Female",70,"02/03/1948",74,"Database Administrator IV","Property","Affluent Customer","N","Yes",17,"53870 Jay Pass",4575,"QLD","Australia",9,744,0.65625,"70-79","Gilli Christophers"
"Darb","","Male",80,"04/06/1969",52,"Food Chemist","Health","Affluent Customer","N","No",10,"780 Bonner Pass",4034,"QLD","Australia",5,755,0.64,"50-59","Darb "
"Leighton","Firbanks","Male",51,"22/12/1973",48,"Teacher","Retail","Affluent Customer","N","No",21,"7234 Sycamore Pass",4178,"QLD","Australia",3,760,0.6375,"40-49","Leighton Firbanks"
"Yorgos","Dewhurst","Male",6,"09/09/1950",71,"Software Consultant","Argiculture","Affluent Customer","N","No",16,"4 Talmadge Road",4701,"QLD","Australia",1,760,0.6375,"70-79","Yorgos Dewhurst"
"Pansie","Beccero","Female",35,"07/07/1964",57,"Software Test Engineer I","Financial Services","Affluent Customer","N","Yes",10,"315 Hudson Road",4818,"QLD","Australia",5,782,0.62049999999999994,"50-59","Pansie Beccero"
